Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1715592797,2024-05-13T09:33:17Z,SPTUL,"50.324661,21.508844",1000,71,188
1715592800,2024-05-13T09:33:20Z,SPTUL,"50.323563,21.508484",1000,73,197
1715592802,2024-05-13T09:33:22Z,SPTUL,"50.322922,21.508038",1000,74,205
1715592806,2024-05-13T09:33:26Z,SPTUL,"50.321945,21.506777",1000,76,227
1715592809,2024-05-13T09:33:29Z,SPTUL,"50.321384,21.505219",900,77,245
1715592812,2024-05-13T09:33:32Z,SPTUL,"50.321152,21.50351",900,79,263
1715592815,2024-05-13T09:33:35Z,SPTUL,"50.321201,21.501802",900,77,279
1715592818,2024-05-13T09:33:38Z,SPTUL,"50.321571,21.500319",900,72,295
1715592821,2024-05-13T09:33:41Z,SPTUL,"50.322052,21.499016",900,69,297
1715592824,2024-05-13T09:33:44Z,SPTUL,"50.322372,21.49757",800,69,290
1715592827,2024-05-13T09:33:47Z,SPTUL,"50.322556,21.495979",800,70,273
1715592830,2024-05-13T09:33:50Z,SPTUL,"50.322418,21.494751",800,72,258
1715592833,2024-05-13T09:33:53Z,SPTUL,"50.322178,21.49297",700,73,257
1715592836,2024-05-13T09:33:56Z,SPTUL,"50.322086,21.491337",700,74,268
1715592839,2024-05-13T09:33:59Z,SPTUL,"50.322144,21.489981",700,71,277
1715592845,2024-05-13T09:34:05Z,SPTUL,"50.322327,21.487089",600,70,274
1715592848,2024-05-13T09:34:08Z,SPTUL,"50.322235,21.485355",600,68,263
1715592851,2024-05-13T09:34:11Z,SPTUL,"50.322178,21.483765",500,68,268
1715592854,2024-05-13T09:34:14Z,SPTUL,"50.322178,21.482725",500,67,270
1715592859,2024-05-13T09:34:19Z,SPTUL,"50.322189,21.480223",400,65,270
1715592862,2024-05-13T09:34:22Z,SPTUL,"50.322178,21.47879",400,65,270
1715592868,2024-05-13T09:34:28Z,SPTUL,"50.322235,21.476175",300,59,270
1715592871,2024-05-13T09:34:31Z,SPTUL,"50.322235,21.475019",300,53,270
1715592874,2024-05-13T09:34:34Z,SPTUL,"50.322235,21.473934",300,49,268
1715592877,2024-05-13T09:34:37Z,SPTUL,"50.322235,21.472778",300,46,271
1715592886,2024-05-13T09:34:46Z,SPTUL,"50.322224,21.469215",300,65,270
1715592895,2024-05-13T09:34:55Z,SPTUL,"50.322281,21.464756",400,70,270
1715592902,2024-05-13T09:35:02Z,SPTUL,"50.322372,21.460997",500,69,271
1715592912,2024-05-13T09:35:12Z,SPTUL,"50.322372,21.456659",700,64,266
1715592921,2024-05-13T09:35:21Z,SPTUL,"50.322269,21.451845",700,72,270
1715592930,2024-05-13T09:35:30Z,SPTUL,"50.322269,21.447243",800,73,268
1715592939,2024-05-13T09:35:39Z,SPTUL,"50.322086,21.442566",900,73,264
1715592942,2024-05-13T09:35:42Z,SPTUL,"50.321854,21.440933",900,73,250
1715592945,2024-05-13T09:35:45Z,SPTUL,"50.321274,21.439602",1000,74,232
1715592948,2024-05-13T09:35:48Z,SPTUL,"50.320503,21.438631",1100,74,215
1715592951,2024-05-13T09:35:51Z,SPTUL,"50.319618,21.437963",1100,73,199
1715592954,2024-05-13T09:35:54Z,SPTUL,"50.318405,21.437666",1200,74,186
1715592957,2024-05-13T09:35:57Z,SPTUL,"50.317383,21.437506",1200,74,183
1715592960,2024-05-13T09:36:00Z,SPTUL,"50.316544,21.437445",1300,72,185
1715592963,2024-05-13T09:36:03Z,SPTUL,"50.315506,21.43729",1300,72,184
1715592966,2024-05-13T09:36:06Z,SPTUL,"50.314545,21.43737",1300,73,175
1715592969,2024-05-13T09:36:09Z,SPTUL,"50.3134,21.438086",1300,76,146
1715592972,2024-05-13T09:36:12Z,SPTUL,"50.312729,21.439152",1300,77,127
1715592975,2024-05-13T09:36:15Z,SPTUL,"50.312302,21.44076",1300,78,107
1715592978,2024-05-13T09:36:18Z,SPTUL,"50.312119,21.442566",1300,80,97
1715592981,2024-05-13T09:36:21Z,SPTUL,"50.312031,21.444422",1300,83,95
1715592984,2024-05-13T09:36:24Z,SPTUL,"50.311935,21.44618",1300,85,94
1715592987,2024-05-13T09:36:27Z,SPTUL,"50.311844,21.447985",1300,86,94
1715592990,2024-05-13T09:36:30Z,SPTUL,"50.311749,21.449841",1300,87,94
1715592994,2024-05-13T09:36:34Z,SPTUL,"50.311615,21.451889",1300,87,95
1715592996,2024-05-13T09:36:36Z,SPTUL,"50.311478,21.453552",1300,87,97
1715592999,2024-05-13T09:36:39Z,SPTUL,"50.311283,21.455482",1300,86,98
1715593002,2024-05-13T09:36:42Z,SPTUL,"50.31105,21.457338",1300,86,102
1715593008,2024-05-13T09:36:48Z,SPTUL,"50.310398,21.460827",1400,86,107
1715593011,2024-05-13T09:36:51Z,SPTUL,"50.310028,21.462683",1400,86,106
1715593015,2024-05-13T09:36:55Z,SPTUL,"50.309647,21.464756",1400,85,106
1715593018,2024-05-13T09:36:58Z,SPTUL,"50.309326,21.466562",1400,86,106
1715593020,2024-05-13T09:37:00Z,SPTUL,"50.309002,21.468176",1400,87,107
1715593023,2024-05-13T09:37:03Z,SPTUL,"50.308586,21.470032",1300,90,108
1715593027,2024-05-13T09:37:07Z,SPTUL,"50.308182,21.471983",1300,91,107
1715593030,2024-05-13T09:37:10Z,SPTUL,"50.307861,21.473862",1300,89,106
1715593032,2024-05-13T09:37:12Z,SPTUL,"50.307514,21.475599",1300,89,107
1715593042,2024-05-13T09:37:22Z,SPTUL,"50.306396,21.481464",1300,89,104
1715593051,2024-05-13T09:37:31Z,SPTUL,"50.30542,21.486958",1200,92,107
1715593060,2024-05-13T09:37:40Z,SPTUL,"50.304291,21.492582",1200,86,108
1715593069,2024-05-13T09:37:49Z,SPTUL,"50.303139,21.497721",1200,84,108
1715593072,2024-05-13T09:37:52Z,SPTUL,"50.302734,21.499449",1200,84,109
1715593075,2024-05-13T09:37:55Z,SPTUL,"50.302322,21.501257",1200,82,109
1715593078,2024-05-13T09:37:58Z,SPTUL,"50.301926,21.502991",1200,80,111
1715593084,2024-05-13T09:38:04Z,SPTUL,"50.301136,21.506256",1200,82,107
1715593093,2024-05-13T09:38:13Z,SPTUL,"50.300114,21.511454",1200,84,104
1715593096,2024-05-13T09:38:16Z,SPTUL,"50.299881,21.513309",1200,85,102
1715593099,2024-05-13T09:38:19Z,SPTUL,"50.299622,21.51506",1200,83,102
1715593101,2024-05-13T09:38:21Z,SPTUL,"50.299412,21.516426",1300,82,102
1715593105,2024-05-13T09:38:25Z,SPTUL,"50.299072,21.518747",1300,82,101
1715593108,2024-05-13T09:38:28Z,SPTUL,"50.298855,21.52051",1300,83,101
1715593111,2024-05-13T09:38:31Z,SPTUL,"50.298668,21.522217",1300,83,101
1715593117,2024-05-13T09:38:37Z,SPTUL,"50.298157,21.52578",1300,82,102
1715593126,2024-05-13T09:38:46Z,SPTUL,"50.297367,21.531273",1300,86,99
1715593135,2024-05-13T09:38:55Z,SPTUL,"50.296692,21.536673",1300,86,102
1715593138,2024-05-13T09:38:58Z,SPTUL,"50.296371,21.538551",1300,88,106
1715593141,2024-05-13T09:39:01Z,SPTUL,"50.296017,21.540255",1300,87,108
1715593144,2024-05-13T09:39:04Z,SPTUL,"50.295643,21.542036",1300,86,108
1715593148,2024-05-13T09:39:08Z,SPTUL,"50.295227,21.543972",1300,86,109
1715593156,2024-05-13T09:39:16Z,SPTUL,"50.294128,21.549393",1300,87,107
1715593159,2024-05-13T09:39:19Z,SPTUL,"50.293781,21.551241",1300,86,107
1715593163,2024-05-13T09:39:23Z,SPTUL,"50.293396,21.55308",1300,87,109
1715593171,2024-05-13T09:39:31Z,SPTUL,"50.292206,21.558355",1200,86,108
1715593180,2024-05-13T09:39:40Z,SPTUL,"50.29108,21.563564",1300,80,105
1715593190,2024-05-13T09:39:50Z,SPTUL,"50.290195,21.56876",1400,79,105
1715593199,2024-05-13T09:39:59Z,SPTUL,"50.289322,21.573606",1400,79,106
1715593208,2024-05-13T09:40:08Z,SPTUL,"50.288406,21.578594",1300,78,104
1715593214,2024-05-13T09:40:14Z,SPTUL,"50.287674,21.581774",1300,78,112
1715593217,2024-05-13T09:40:17Z,SPTUL,"50.287262,21.583384",1400,78,110
1715593220,2024-05-13T09:40:20Z,SPTUL,"50.286938,21.584869",1300,77,110
1715593223,2024-05-13T09:40:23Z,SPTUL,"50.286484,21.586544",1300,79,113
1715593226,2024-05-13T09:40:26Z,SPTUL,"50.286098,21.588135",1300,80,111
1715593235,2024-05-13T09:40:35Z,SPTUL,"50.285263,21.593109",1300,80,101
1715593238,2024-05-13T09:40:38Z,SPTUL,"50.285065,21.594784",1300,78,100
1715593241,2024-05-13T09:40:41Z,SPTUL,"50.284889,21.596449",1300,76,98
1715593244,2024-05-13T09:40:44Z,SPTUL,"50.284748,21.59823",1300,75,96
1715593247,2024-05-13T09:40:47Z,SPTUL,"50.284611,21.599714",1400,76,96
1715593250,2024-05-13T09:40:50Z,SPTUL,"50.28447,21.601645",1400,79,97
1715593253,2024-05-13T09:40:53Z,SPTUL,"50.284378,21.603277",1400,80,94
1715593256,2024-05-13T09:40:56Z,SPTUL,"50.284283,21.604986",1400,79,95
1715593259,2024-05-13T09:40:59Z,SPTUL,"50.284149,21.606638",1400,79,97
1715593262,2024-05-13T09:41:02Z,SPTUL,"50.28405,21.608326",1300,78,96
1715593265,2024-05-13T09:41:05Z,SPTUL,"50.28392,21.610035",1400,77,95
1715593271,2024-05-13T09:41:11Z,SPTUL,"50.283726,21.613596",1300,77,94
1715593280,2024-05-13T09:41:20Z,SPTUL,"50.283447,21.618347",1400,73,93
1715593290,2024-05-13T09:41:30Z,SPTUL,"50.283073,21.623247",1400,76,97
1715593299,2024-05-13T09:41:39Z,SPTUL,"50.282608,21.62822",1400,73,96
1715593307,2024-05-13T09:41:47Z,SPTUL,"50.282318,21.632803",1400,74,93
1715593311,2024-05-13T09:41:51Z,SPTUL,"50.282284,21.634604",1400,76,90
1715593313,2024-05-13T09:41:53Z,SPTUL,"50.282272,21.636272",1400,77,90
1715593316,2024-05-13T09:41:56Z,SPTUL,"50.282284,21.637871",1400,77,89
1715593319,2024-05-13T09:41:59Z,SPTUL,"50.282318,21.639524",1400,76,87
1715593322,2024-05-13T09:42:02Z,SPTUL,"50.282375,21.641136",1400,76,86
1715593326,2024-05-13T09:42:06Z,SPTUL,"50.282421,21.642843",1400,75,89
1715593335,2024-05-13T09:42:15Z,SPTUL,"50.282181,21.647547",1500,69,95
1715593338,2024-05-13T09:42:18Z,SPTUL,"50.282043,21.649065",1500,69,97
1715593347,2024-05-13T09:42:27Z,SPTUL,"50.28186,21.653692",1600,74,93
1715593350,2024-05-13T09:42:30Z,SPTUL,"50.281769,21.655354",1600,77,94
1715593353,2024-05-13T09:42:33Z,SPTUL,"50.281677,21.657097",1600,78,92
1715593356,2024-05-13T09:42:36Z,SPTUL,"50.281631,21.658823",1700,76,94
1715593362,2024-05-13T09:42:42Z,SPTUL,"50.28149,21.661995",1800,72,91
1715593365,2024-05-13T09:42:45Z,SPTUL,"50.28149,21.663481",1800,74,88
1715593371,2024-05-13T09:42:51Z,SPTUL,"50.281311,21.667135",1800,83,99
1715593374,2024-05-13T09:42:54Z,SPTUL,"50.281128,21.668941",1900,84,100
1715593377,2024-05-13T09:42:57Z,SPTUL,"50.280899,21.670605",1900,84,100
1715593380,2024-05-13T09:43:00Z,SPTUL,"50.28067,21.672411",1900,84,100
1715593383,2024-05-13T09:43:03Z,SPTUL,"50.280514,21.674021",1900,86,100
1715593389,2024-05-13T09:43:09Z,SPTUL,"50.280094,21.678179",1800,90,100
1715593392,2024-05-13T09:43:12Z,SPTUL,"50.279846,21.680145",1900,89,101
1715593395,2024-05-13T09:43:15Z,SPTUL,"50.279583,21.682112",1900,90,100
1715593398,2024-05-13T09:43:18Z,SPTUL,"50.27935,21.684042",1800,89,100
1715593404,2024-05-13T09:43:24Z,SPTUL,"50.278744,21.687754",1800,88,105
1715593407,2024-05-13T09:43:27Z,SPTUL,"50.278419,21.68961",1900,87,105
1715593416,2024-05-13T09:43:36Z,SPTUL,"50.277489,21.695103",1900,84,105
1715593419,2024-05-13T09:43:39Z,SPTUL,"50.277161,21.696884",1900,86,106
1715593422,2024-05-13T09:43:42Z,SPTUL,"50.276825,21.698431",1800,88,108
1715593425,2024-05-13T09:43:45Z,SPTUL,"50.276413,21.700384",1800,86,107
1715593428,2024-05-13T09:43:48Z,SPTUL,"50.276093,21.702045",1800,85,108
1715593437,2024-05-13T09:43:57Z,SPTUL,"50.275066,21.707277",1800,84,105
1715593446,2024-05-13T09:44:06Z,SPTUL,"50.274033,21.712599",1900,82,105
1715593452,2024-05-13T09:44:12Z,SPTUL,"50.273483,21.715996",1800,84,103
1715593455,2024-05-13T09:44:15Z,SPTUL,"50.273254,21.717802",1800,84,101
1715593458,2024-05-13T09:44:18Z,SPTUL,"50.273026,21.71961",1800,86,101
1715593461,2024-05-13T09:44:21Z,SPTUL,"50.272785,21.72138",1800,88,101
1715593470,2024-05-13T09:44:30Z,SPTUL,"50.271881,21.726982",1800,83,103
1715593480,2024-05-13T09:44:40Z,SPTUL,"50.270969,21.732294",1700,82,106
1715593485,2024-05-13T09:44:45Z,SPTUL,"50.270317,21.735485",1700,80,107
1715593489,2024-05-13T09:44:49Z,SPTUL,"50.269913,21.737246",1700,80,109
1715593492,2024-05-13T09:44:52Z,SPTUL,"50.269547,21.738907",1700,80,111
1715593495,2024-05-13T09:44:55Z,SPTUL,"50.269108,21.740459",1700,79,111
1715593498,2024-05-13T09:44:58Z,SPTUL,"50.268723,21.742016",1700,78,111
1715593501,2024-05-13T09:45:01Z,SPTUL,"50.268364,21.743576",1700,78,109
1715593510,2024-05-13T09:45:10Z,SPTUL,"50.267395,21.748737",1800,79,105
1715593519,2024-05-13T09:45:19Z,SPTUL,"50.266315,21.753746",1800,80,111
1715593528,2024-05-13T09:45:28Z,SPTUL,"50.265244,21.758274",1800,82,110
1715593537,2024-05-13T09:45:37Z,SPTUL,"50.264191,21.763771",1800,82,104
1715593546,2024-05-13T09:45:46Z,SPTUL,"50.263321,21.768976",1800,84,108
1715593549,2024-05-13T09:45:49Z,SPTUL,"50.262825,21.770672",1800,82,115
1715593551,2024-05-13T09:45:51Z,SPTUL,"50.262451,21.771795",1800,83,120
1715593555,2024-05-13T09:45:55Z,SPTUL,"50.261719,21.773529",1800,83,124
1715593558,2024-05-13T09:45:58Z,SPTUL,"50.261009,21.775126",1900,84,125
1715593561,2024-05-13T09:46:01Z,SPTUL,"50.260529,21.776203",1900,85,123
1715593564,2024-05-13T09:46:04Z,SPTUL,"50.259705,21.778242",1900,87,121
1715593567,2024-05-13T09:46:07Z,SPTUL,"50.259064,21.77989",1900,89,120
1715593570,2024-05-13T09:46:10Z,SPTUL,"50.258423,21.781624",1900,90,119
1715593573,2024-05-13T09:46:13Z,SPTUL,"50.257797,21.783291",1800,94,119
1715593579,2024-05-13T09:46:19Z,SPTUL,"50.256584,21.786854",1800,93,117
1715593585,2024-05-13T09:46:25Z,SPTUL,"50.25531,21.790659",1800,96,117
1715593588,2024-05-13T09:46:28Z,SPTUL,"50.25491,21.791975",1800,95,117
1715593591,2024-05-13T09:46:31Z,SPTUL,"50.254166,21.794203",1800,93,117
1715593597,2024-05-13T09:46:37Z,SPTUL,"50.252907,21.79784",1800,85,119
1715593605,2024-05-13T09:46:45Z,SPTUL,"50.251465,21.802151",1800,86,115
1715593616,2024-05-13T09:46:56Z,SPTUL,"50.249603,21.807861",1700,86,117
1715593624,2024-05-13T09:47:04Z,SPTUL,"50.248112,21.812613",1700,83,117
1715593634,2024-05-13T09:47:14Z,SPTUL,"50.246475,21.817474",1800,78,116
1715593643,2024-05-13T09:47:23Z,SPTUL,"50.245041,21.822041",1700,80,115
1715593652,2024-05-13T09:47:32Z,SPTUL,"50.243645,21.826569",1800,76,114
1715593655,2024-05-13T09:47:35Z,SPTUL,"50.243225,21.828053",1800,77,112
1715593657,2024-05-13T09:47:37Z,SPTUL,"50.242813,21.829617",1800,77,112
1715593661,2024-05-13T09:47:41Z,SPTUL,"50.242386,21.831244",1800,78,112
1715593670,2024-05-13T09:47:50Z,SPTUL,"50.240891,21.835833",1800,80,119
1715593679,2024-05-13T09:47:59Z,SPTUL,"50.239223,21.840448",1800,82,119
1715593681,2024-05-13T09:48:01Z,SPTUL,"50.238739,21.841904",1800,81,119
1715593684,2024-05-13T09:48:04Z,SPTUL,"50.238289,21.843121",1800,81,118
1715593687,2024-05-13T09:48:07Z,SPTUL,"50.23764,21.845051",1800,81,117
1715593690,2024-05-13T09:48:10Z,SPTUL,"50.237175,21.846239",1800,81,120
1715593693,2024-05-13T09:48:13Z,SPTUL,"50.236568,21.847797",1800,81,120
1715593703,2024-05-13T09:48:23Z,SPTUL,"50.234619,21.852962",1800,88,119
1715593712,2024-05-13T09:48:32Z,SPTUL,"50.232704,21.858191",1700,90,119
1715593721,2024-05-13T09:48:41Z,SPTUL,"50.230888,21.863312",1800,95,119
1715593730,2024-05-13T09:48:50Z,SPTUL,"50.228981,21.868879",1800,98,117
1715593739,2024-05-13T09:48:59Z,SPTUL,"50.226933,21.874819",1800,104,118
1715593748,2024-05-13T09:49:08Z,SPTUL,"50.22493,21.880756",1800,102,117
1715593757,2024-05-13T09:49:17Z,SPTUL,"50.222927,21.886621",1700,99,118
1715593766,2024-05-13T09:49:26Z,SPTUL,"50.220978,21.891777",1700,98,122
1715593775,2024-05-13T09:49:35Z,SPTUL,"50.218735,21.89727",1800,92,122
1715593784,2024-05-13T09:49:44Z,SPTUL,"50.216629,21.902691",1800,94,121
1715593787,2024-05-13T09:49:47Z,SPTUL,"50.216038,21.904066",1800,93,123
1715593796,2024-05-13T09:49:56Z,SPTUL,"50.213928,21.909267",1800,94,122
1715593805,2024-05-13T09:50:05Z,SPTUL,"50.211777,21.914618",1800,95,120
1715593814,2024-05-13T09:50:14Z,SPTUL,"50.209763,21.919966",1800,96,120
1715593824,2024-05-13T09:50:24Z,SPTUL,"50.207844,21.925446",1700,94,117
1715593826,2024-05-13T09:50:26Z,SPTUL,"50.207241,21.927301",1700,93,116
1715593829,2024-05-13T09:50:29Z,SPTUL,"50.20668,21.929008",1800,92,116
1715593832,2024-05-13T09:50:32Z,SPTUL,"50.206123,21.93079",1800,90,116
1715593841,2024-05-13T09:50:41Z,SPTUL,"50.204178,21.935938",1800,92,124
1715593850,2024-05-13T09:50:50Z,SPTUL,"50.202072,21.940853",1800,94,124
1715593854,2024-05-13T09:50:54Z,SPTUL,"50.201283,21.942667",1800,93,124
1715593856,2024-05-13T09:50:56Z,SPTUL,"50.200535,21.9443",1800,94,124
1715593859,2024-05-13T09:50:59Z,SPTUL,"50.199837,21.945932",1900,94,123
1715593862,2024-05-13T09:51:02Z,SPTUL,"50.199097,21.94772",1900,94,122
1715593865,2024-05-13T09:51:05Z,SPTUL,"50.198441,21.949495",1900,97,122
1715593875,2024-05-13T09:51:15Z,SPTUL,"50.196209,21.95536",1900,104,119
1715593877,2024-05-13T09:51:17Z,SPTUL,"50.195557,21.957216",1800,107,118
1715593880,2024-05-13T09:51:20Z,SPTUL,"50.194809,21.959295",1800,107,119
1715593890,2024-05-13T09:51:30Z,SPTUL,"50.192505,21.965357",1800,101,121
1715593899,2024-05-13T09:51:39Z,SPTUL,"50.190342,21.9708",1800,98,121
1715593908,2024-05-13T09:51:48Z,SPTUL,"50.188248,21.976126",1800,93,120
1715593917,2024-05-13T09:51:57Z,SPTUL,"50.186279,21.981329",1900,92,121
1715593926,2024-05-13T09:52:06Z,SPTUL,"50.184219,21.986172",1900,94,124
1715593935,2024-05-13T09:52:15Z,SPTUL,"50.181976,21.991377",1900,96,123
1715593938,2024-05-13T09:52:18Z,SPTUL,"50.181126,21.993292",1800,100,125
1715593941,2024-05-13T09:52:21Z,SPTUL,"50.180378,21.994926",1800,98,126
1715593944,2024-05-13T09:52:24Z,SPTUL,"50.179543,21.996634",1800,96,127
1715593947,2024-05-13T09:52:27Z,SPTUL,"50.178635,21.998316",1800,95,131
1715593950,2024-05-13T09:52:30Z,SPTUL,"50.177864,21.999603",1800,93,132
1715593953,2024-05-13T09:52:33Z,SPTUL,"50.176983,22.001162",1800,92,132
1715593956,2024-05-13T09:52:36Z,SPTUL,"50.176052,22.002645",1700,90,134
1715593959,2024-05-13T09:52:39Z,SPTUL,"50.175201,22.004025",1700,89,134
1715593962,2024-05-13T09:52:42Z,SPTUL,"50.174286,22.005543",1700,90,133
1715593965,2024-05-13T09:52:45Z,SPTUL,"50.173462,22.006916",1700,91,131
1715593974,2024-05-13T09:52:54Z,SPTUL,"50.171024,22.011555",1600,92,131
1715593983,2024-05-13T09:53:03Z,SPTUL,"50.168289,22.015951",1600,96,135
1715593989,2024-05-13T09:53:09Z,SPTUL,"50.166134,22.018755",1600,96,141
1715593992,2024-05-13T09:53:12Z,SPTUL,"50.165131,22.019999",1500,97,142
1715593996,2024-05-13T09:53:16Z,SPTUL,"50.16394,22.021372",1500,98,145
1715593999,2024-05-13T09:53:19Z,SPTUL,"50.162842,22.022528",1500,97,145
1715594001,2024-05-13T09:53:21Z,SPTUL,"50.161758,22.023727",1500,96,143
1715594004,2024-05-13T09:53:24Z,SPTUL,"50.160828,22.024841",1500,95,142
1715594007,2024-05-13T09:53:27Z,SPTUL,"50.159729,22.026215",1500,96,141
1715594010,2024-05-13T09:53:30Z,SPTUL,"50.158676,22.027443",1400,95,142
1715594013,2024-05-13T09:53:33Z,SPTUL,"50.157623,22.028671",1400,95,143
1715594016,2024-05-13T09:53:36Z,SPTUL,"50.156525,22.029902",1400,96,143
1715594026,2024-05-13T09:53:46Z,SPTUL,"50.153099,22.033527",1400,95,146
1715594035,2024-05-13T09:53:55Z,SPTUL,"50.149796,22.03684",1400,93,146
1715594044,2024-05-13T09:54:04Z,SPTUL,"50.146908,22.040653",1300,91,128
1715594047,2024-05-13T09:54:07Z,SPTUL,"50.146271,22.042404",1300,90,116
1715594050,2024-05-13T09:54:10Z,SPTUL,"50.145905,22.044212",1300,89,105
1715594053,2024-05-13T09:54:13Z,SPTUL,"50.145744,22.046146",1400,88,95
1715594056,2024-05-13T09:54:16Z,SPTUL,"50.145676,22.048042",1400,89,91
1715594059,2024-05-13T09:54:19Z,SPTUL,"50.145653,22.050007",1400,90,91
1715594062,2024-05-13T09:54:22Z,SPTUL,"50.145603,22.051714",1400,90,91
1715594065,2024-05-13T09:54:25Z,SPTUL,"50.145603,22.053717",1400,91,90
1715594068,2024-05-13T09:54:28Z,SPTUL,"50.145584,22.055994",1300,92,91
1715594071,2024-05-13T09:54:31Z,SPTUL,"50.145557,22.057949",1300,92,91
1715594074,2024-05-13T09:54:34Z,SPTUL,"50.145538,22.059969",1300,92,91
1715594077,2024-05-13T09:54:37Z,SPTUL,"50.145512,22.061884",1300,92,91
1715594080,2024-05-13T09:54:40Z,SPTUL,"50.145493,22.063799",1300,92,91
1715594089,2024-05-13T09:54:49Z,SPTUL,"50.145325,22.069975",1300,92,92
1715594098,2024-05-13T09:54:58Z,SPTUL,"50.145046,22.075838",1300,89,96
1715594107,2024-05-13T09:55:07Z,SPTUL,"50.144714,22.081652",1200,88,94
1715594116,2024-05-13T09:55:16Z,SPTUL,"50.14444,22.087122",1200,84,94
1715594119,2024-05-13T09:55:19Z,SPTUL,"50.144302,22.088881",1200,84,98
1715594122,2024-05-13T09:55:22Z,SPTUL,"50.144028,22.090687",1200,82,107
1715594125,2024-05-13T09:55:25Z,SPTUL,"50.14357,22.092278",1200,82,118
1715594128,2024-05-13T09:55:28Z,SPTUL,"50.142838,22.093723",1200,81,131
1715594131,2024-05-13T09:55:31Z,SPTUL,"50.141926,22.094769",1200,79,149
1715594134,2024-05-13T09:55:34Z,SPTUL,"50.140869,22.095385",1200,79,163
1715594137,2024-05-13T09:55:37Z,SPTUL,"50.139771,22.095675",1300,80,174
1715594140,2024-05-13T09:55:40Z,SPTUL,"50.138622,22.095806",1200,82,175
1715594143,2024-05-13T09:55:43Z,SPTUL,"50.137691,22.095881",1200,82,175
1715594146,2024-05-13T09:55:46Z,SPTUL,"50.136429,22.096107",1200,83,173
1715594149,2024-05-13T09:55:49Z,SPTUL,"50.135239,22.096325",1200,85,173
1715594152,2024-05-13T09:55:52Z,SPTUL,"50.134014,22.096476",1200,86,174
1715594155,2024-05-13T09:55:55Z,SPTUL,"50.132896,22.096699",1200,86,172
1715594158,2024-05-13T09:55:58Z,SPTUL,"50.131638,22.096994",1200,87,172
1715594161,2024-05-13T09:56:01Z,SPTUL,"50.130478,22.097265",1300,88,170
1715594170,2024-05-13T09:56:10Z,SPTUL,"50.126862,22.098131",1300,86,172
1715594174,2024-05-13T09:56:14Z,SPTUL,"50.125488,22.098494",1300,88,169
1715594182,2024-05-13T09:56:22Z,SPTUL,"50.121956,22.099148",1200,88,174
1715594191,2024-05-13T09:56:31Z,SPTUL,"50.118374,22.099592",1200,84,179
1715594194,2024-05-13T09:56:34Z,SPTUL,"50.117157,22.099432",1200,81,184
1715594197,2024-05-13T09:56:37Z,SPTUL,"50.116043,22.099297",1200,79,185
1715594200,2024-05-13T09:56:40Z,SPTUL,"50.115067,22.099148",1200,78,185
1715594203,2024-05-13T09:56:43Z,SPTUL,"50.113949,22.098925",1200,75,188
1715594206,2024-05-13T09:56:46Z,SPTUL,"50.112926,22.098701",1200,74,186
1715594210,2024-05-13T09:56:50Z,SPTUL,"50.111847,22.098566",1200,75,185
1715594213,2024-05-13T09:56:53Z,SPTUL,"50.110748,22.098421",1200,77,184
1715594215,2024-05-13T09:56:55Z,SPTUL,"50.109741,22.098276",1100,78,185
1715594219,2024-05-13T09:56:59Z,SPTUL,"50.108597,22.098108",1100,78,185
1715594225,2024-05-13T09:57:05Z,SPTUL,"50.106308,22.097626",1100,78,191
1715594228,2024-05-13T09:57:08Z,SPTUL,"50.105301,22.097048",1100,76,206
1715594231,2024-05-13T09:57:11Z,SPTUL,"50.104641,22.096104",1100,74,230
1715594234,2024-05-13T09:57:14Z,SPTUL,"50.104248,22.094374",1100,75,260
1715594237,2024-05-13T09:57:17Z,SPTUL,"50.104313,22.092838",1100,77,276
1715594240,2024-05-13T09:57:20Z,SPTUL,"50.104385,22.09112",1200,77,272
1715594243,2024-05-13T09:57:23Z,SPTUL,"50.104359,22.089497",1200,73,266
1715594245,2024-05-13T09:57:25Z,SPTUL,"50.104313,22.088236",1100,71,265
1715594249,2024-05-13T09:57:29Z,SPTUL,"50.104221,22.086603",1100,70,263
1715594252,2024-05-13T09:57:32Z,SPTUL,"50.104156,22.085049",1100,72,267
1715594255,2024-05-13T09:57:35Z,SPTUL,"50.104156,22.08346",1000,72,270
1715594258,2024-05-13T09:57:38Z,SPTUL,"50.104172,22.081852",1000,73,270
1715594261,2024-05-13T09:57:41Z,SPTUL,"50.104172,22.080366",1000,76,270
1715594264,2024-05-13T09:57:44Z,SPTUL,"50.104172,22.078733",900,76,270
1715594267,2024-05-13T09:57:47Z,SPTUL,"50.104172,22.076952",900,76,270
1715594276,2024-05-13T09:57:56Z,SPTUL,"50.104221,22.07198",800,73,270
1715594279,2024-05-13T09:57:59Z,SPTUL,"50.104221,22.070345",800,71,269
1715594288,2024-05-13T09:58:08Z,SPTUL,"50.104111,22.066185",700,66,269
1715594297,2024-05-13T09:58:17Z,SPTUL,"50.104156,22.061703",600,67,270
1715594306,2024-05-13T09:58:26Z,SPTUL,"50.104156,22.057295",500,71,270
1715594315,2024-05-13T09:58:35Z,SPTUL,"50.104202,22.052958",400,65,269
1715594321,2024-05-13T09:58:41Z,SPTUL,"50.104156,22.050066",400,55,268
1715594330,2024-05-13T09:58:50Z,SPTUL,"50.104156,22.047104",400,40,271
